18.4805041,-69.8231355,"Santo Domingo Este","Dominican Republic","Avenida Hípica","2023-04-28 07:18:50"
18.4123392,-68.9700864,Caleta,"Dominican Republic",,"2023-04-28 07:22:07"
18.4123392,-68.9700864,Caleta,"Dominican Republic",Unknown,"2023-04-28 07:27:05"
